name,rating,position,ver,ps_price,skills,weak_foot,work_rate,pac,sho,pas,dri,def,phy,hei,popularity,base_stats,in_game_stats,wei,ps
Sebastian Villa,74,RM,Normal,350,3,3,H  M,92,64,65,76,32,63,179,7,392,1778,71,350
Orel Mangala,74,CM,Normal,350,3,4,M  M,73,52,71,77,66,72,178,4,411,1923,78,350
Emanuel Reynoso,74,CM,Normal,600,4,4,M  L,67,62,74,77,57,64,176,9,401,1934,67,600
Djamel Eddine Benlamri,74,CB,Normal,450,2,2,M  H,60,28,52,52,72,83,185,10,347,1580,83,450
Pol Lirola,74,RB,Normal,350,3,3,H  M,79,45,68,73,72,67,183,1,404,1892,75,350
Ezequiel Barco,74,LM,Normal,350,3,4,H  L,82,65,68,78,28,48,165,14,369,1746,65,350
Sam Lammers,74,ST,Normal,600,4,5,M  M,74,74,61,76,34,70,189,14,389,1820,77,600
Santiago Caseres,74,CDM,Normal,1K,3,4,M  H,67,56,66,70,72,72,177,12,403,1900,75,1000
Juan Foyth,74,CB,Normal,2.2K,3,3,M  H,70,45,66,72,74,70,187,43,397,1858,69,2200
Gustavo Blanco Leschuk,74,ST,Normal,600,2,3,H  M,68,74,47,63,36,79,190,0,367,1672,88,600
Moussa Djenepo,74,LM,Normal,700,3,3,M  M,88,67,64,79,36,64,177,23,398,1860,65,700
Bruno Xadas,74,CAM,Normal,950,4,3,M  M,73,71,72,76,43,59,179,3,394,1903,72,950
Nicolò Zaniolo,74,CAM,Normal,800,3,3,M  M,73,66,68,75,59,76,190,47,417,1911,79,800
Eduard Löwen,74,CM,Normal,3K,3,4,M  H,66,62,70,69,70,87,188,4,424,1951,,3000
Rodrigo Becão,74,CB,Normal,750,2,2,L  M,58,32,55,47,75,70,191,6,337,1568,79,750
Pedro Sa,74,CDM,Normal,550,2,2,M  H,61,51,62,67,70,77,175,0,388,1884,70,550
Carlos Lopez,74,ST,Normal,0,4,2,H  M,82,73,68,77,26,71,176,0,397,1932,70,0
Ozan Kabak,74,CB,Normal,1.5K,2,3,M  M,69,33,54,66,74,74,186,82,370,1687,80,1500
Matheus Cunha,74,ST,Normal,1.8K,4,4,M  M,76,74,63,79,28,63,184,35,383,1816,75,1800
Mathias Olivera,74,LB,Normal,650,3,3,H  M,75,50,63,67,72,72,184,-7,399,1850,78,650
Francis,74,RM,Normal,1.8K,3,3,M  M,83,61,68,74,67,58,175,6,411,1886,78,1800
Giorgi Chakvetadze,74,LM,Normal,350,4,3,M  M,83,70,71,77,34,59,178,12,394,1845,75,350
Makhete Diop,74,ST,Normal,7K,3,3,M  L,71,72,63,69,43,77,190,0,395,1863,85,7000
Enrique Gallego Puigsech,74,ST,Normal,1.1K,3,3,H  M,64,75,54,66,25,72,189,4,356,1685,87,1100
Volodymyr Shepelev,74,CDM,Normal,350,2,3,M  M,64,52,62,69,69,64,184,1,380,1718,73,350
Elvis Saric,74,CM,Normal,550,3,3,H  H,74,63,69,72,69,72,180,1,419,1964,71,550
Mamadou Loum,74,CDM,Normal,600,2,2,M  H,51,53,60,62,74,80,188,2,380,1800,80,600
Bruno Lamas,74,CAM,Normal,1.2K,3,3,M  M,69,66,71,74,53,61,176,0,394,1865,70,1200
Ibrahim Traore,74,CM,Normal,350,3,3,M  M,72,61,69,74,70,81,186,8,427,2017,80,350
Petr Ševcik,74,CM,Normal,550,3,5,H  H,79,72,72,76,62,72,172,5,433,2043,66,550
Joel Kayamba,74,RM,Normal,350,4,4,H  M,88,67,68,78,28,52,170,7,381,1818,67,350
Dia Saba,74,CAM,Normal,750,3,4,H  L,88,67,69,76,29,59,168,13,388,1843,60,750
Tomaš Holeš,74,RB,Normal,500,2,4,H  H,74,62,68,72,71,80,180,1,427,2010,,500
Iago Amaral Borduchi,74,LB,Normal,2K,3,2,H  M,76,55,68,72,71,72,181,10,414,1921,68,2000
Curtis Davies,74,CB,Normal,700,2,3,M  H,52,38,46,54,75,71,188,2,336,1573,89,700
oscar Trejo,74,CM,Normal,650,4,4,H  M,70,71,72,78,65,74,180,1,430,2080,79,650
Nuno Coelho,74,CB,Normal,600,2,3,M  M,55,44,64,67,74,72,183,0,376,1808,76,600
Titi,74,CB,Normal,800,2,3,H  M,32,39,44,54,76,75,188,3,320,1584,,800
Nicolai Muller,74,RM,Normal,5.8K,3,3,H  M,74,72,69,78,44,62,173,4,399,1948,66,5800
Peter Pekarik,74,RB,Normal,650,2,3,M  M,66,37,66,74,75,65,177,4,383,1815,73,650
Jeffrey Bruma,74,CB,Normal,2K,2,3,M  M,59,53,59,58,72,80,190,-3,381,1767,88,2000
Stefan Bell,74,CB,Normal,1.6K,2,2,M  M,48,38,53,50,76,75,192,2,340,1601,88,1600
Ilja Nestorovski,74,ST,Normal,550,3,4,H  M,71,74,53,71,35,79,182,2,383,1821,75,550
Sanjin Prcic,74,CM,Normal,0,3,4,M  M,63,64,75,73,68,71,181,2,414,1968,76,0
Bogdan Butko,74,RB,Normal,850,3,3,H  M,78,47,65,69,72,68,182,9,399,1856,72,850
Pierrick Capelle,74,LM,Normal,2.9K,3,4,H  M,70,70,74,74,69,70,181,2,427,2070,73,2900
Riza Durmisi,74,LB,Normal,5.6K,3,3,H  M,79,62,72,74,70,70,168,1,427,2052,67,5600
Mateo Pavlovic,74,CB,Normal,2K,2,3,H  M,31,60,50,53,72,84,196,0,350,1689,94,2000
Diego Rolan,74,ST,Normal,0,3,4,M  M,76,71,71,74,43,67,177,1,402,1936,72,0
Fouad Bachirou,74,CDM,Normal,350,3,3,M  H,74,42,64,78,70,75,169,10,403,1918,65,350
Pablo Maffeo,74,RWB,Normal,350,3,3,M  M,86,52,68,75,73,63,172,18,417,1893,70,350
Ivi,74,LM,Normal,1.3K,3,3,M  M,78,74,70,76,43,61,175,6,402,1919,75,1300
Abdulkadir Ömur,74,RM,Normal,550,3,3,H  M,81,65,70,78,39,47,168,26,380,1841,67,550
Pedro Rebocho,74,LB,Normal,350,3,2,M  M,74,58,69,75,71,72,170,7,419,2018,74,350
Bruno Fornaroli,74,ST,Normal,400,4,4,H  L,76,72,64,76,38,75,175,1,401,1918,68,400
Alcala,74,CB,Normal,850,2,4,M  M,34,48,59,53,73,77,196,-2,344,1657,93,850
Diego Mariño,74,GK,Normal,350,1,3,M  M,74,72,69,77,51,72,187,-1,415,994,76,350
Diego Rodriguez,74,CDM,Normal,350,2,3,M  H,64,57,68,66,73,74,170,3,402,1933,77,350
Keiren Westwood,74,GK,Normal,450,1,4,M  M,75,71,70,77,48,74,187,3,415,960,86,450
Bojan,74,CAM,Normal,500,4,4,M  L,70,69,73,75,27,41,170,16,355,1762,68,500
Barry Bannan,74,CM,Normal,1K,3,1,M  M,64,64,76,75,49,53,169,3,381,1944,61,1000
Montoro,74,CDM,Normal,1.8K,3,3,M  M,42,63,69,67,71,69,181,2,381,1885,72,1800
Jens Stryger Larsen,74,RB,Normal,1.3K,3,3,M  M,76,55,63,69,72,76,182,0,411,1933,82,1300
Connor Goldson,74,CB,Normal,350,2,2,M  H,70,37,53,64,73,78,191,13,375,1650,85,350
Jeong Ho Hong,74,CB,Normal,400,2,4,L  H,80,47,53,56,71,79,186,11,386,1778,77,400
Camillo Ciano,74,ST,Normal,550,4,4,M  M,80,73,73,77,28,62,176,-4,393,1892,73,550
Diego Oliveira,74,ST,Normal,350,3,5,H  L,75,72,64,70,39,74,179,3,394,1836,78,350
Emil Krafth,74,RB,Normal,850,3,3,H  M,73,52,66,70,74,71,181,5,406,1928,72,850
Bruno Varela,74,GK,Normal,1.5K,1,3,M  M,77,71,63,76,39,74,191,1,400,892,87,1500
Ollie Watkins,74,RW,Normal,500,3,3,H  M,82,70,68,73,44,61,180,5,398,1834,70,500
Pedro Nuno,74,LW,Normal,550,3,4,H  L,67,73,75,77,38,59,176,1,389,1924,68,550
Ismaël Bennacer,74,CM,Normal,1.2K,3,3,M  M,72,70,73,74,68,66,173,38,423,2053,64,1200
Kyle Walker-Peters,74,RB,Normal,1.2K,3,4,H  M,76,37,66,72,72,66,174,3,389,1800,64,1200
Hamza Choudhury,74,CDM,Normal,800,2,3,M  H,70,44,61,66,76,75,178,47,392,1827,64,800
Gojko Cimirot,74,CDM,Normal,350,3,3,M  M,67,67,71,73,70,70,178,3,418,2009,74,350
Ritsu Doan,74,CAM,Normal,0,3,3,M  M,76,69,71,78,39,56,172,2,389,1854,70,0
Salvi Sanchez,74,RM,Normal,350,3,3,H  M,91,63,70,71,38,54,175,1,387,1833,64,350
Aleix Febas,74,CM,Normal,2.7K,4,3,M  M,71,62,73,76,61,65,171,0,408,1959,61,2700
Saša Lukic,74,CDM,Normal,900,3,3,M  M,66,60,75,77,69,68,183,3,415,1996,77,900
Dominik Szoboszlai,74,CAM,Normal,350,4,4,M  L,80,69,71,78,37,65,186,86,400,1906,74,350
Roberto Alvarado,74,LM,Normal,850,3,5,M  M,76,65,71,75,53,61,176,8,401,1908,70,850
Merih Demiral,74,CB,Normal,900,2,3,M  H,66,39,48,58,75,75,192,289,361,1664,85,900
Marin Pongracic,74,CB,Normal,1.1K,2,3,M  M,64,24,52,63,73,79,190,5,355,1594,95,1100
David Hovorka,74,CB,Normal,650,2,3,H  H,74,39,63,67,73,74,179,1,390,1829,73,650
Callum Hudson-Odoi,74,RW,Normal,1.2K,4,3,H  M,85,64,67,80,30,60,177,125,386,1810,75,1200
Zinho Vanheusden,74,CB,Normal,1K,2,3,M  M,61,39,59,65,75,71,186,9,370,1729,82,1000
Douglas Chagas Matos,74,ST,Normal,500,3,3,H  M,70,74,46,69,28,77,184,2,364,1704,,500
Dwight McNeil,74,LM,Normal,650,3,3,H  H,77,66,71,75,50,66,183,5,405,1925,68,650
Jonathan David,74,CF,Normal,350,3,5,M  M,81,73,64,75,25,60,177,49,378,1750,77,350
Adrià Giner Pedrosa,74,LB,Normal,800,3,3,M  M,89,55,70,75,69,64,176,12,422,1938,69,800
Samba Sow,74,CDM,Normal,750,3,3,M  H,65,47,66,72,72,79,185,6,401,1848,75,750
Johannes Geis,74,CDM,Normal,350,2,3,L  H,40,65,79,64,72,73,181,0,393,2034,81,350
Darko Lazovic,74,LM,Normal,800,3,4,M  M,86,64,71,76,47,47,181,3,391,1839,66,800
Iuri Jose Picanço Medeiros,74,RW,Normal,350,4,3,H  M,73,72,75,80,33,50,175,3,383,1905,64,350
Angel Romero,74,ST,Normal,350,3,3,H  M,78,71,59,74,24,69,176,11,375,1783,73,350
Sabin Merino Zuloaga,74,LW,Normal,1K,4,3,M  M,72,72,70,74,56,59,187,0,403,1901,75,1000
Victor Osimhen,74,ST,Normal,800,3,4,H  H,85,73,61,70,36,76,185,147,401,1841,78,800
Chidozie Awaziem,74,CB,Normal,850,2,3,M  H,67,39,45,60,73,75,189,-1,359,1629,78,850
Douglas Luiz Soares de Paulo,74,CM,Normal,750,3,2,M  M,67,67,72,74,69,70,178,11,419,1990,70,750
Perparim Hetemaj,74,CM,Normal,2.5K,3,4,H  H,75,64,73,74,70,77,175,4,433,2114,76,2500
Mevlut Erdinç,74,ST,Normal,1.2K,3,3,H  H,69,75,64,70,44,74,181,-2,396,1913,84,1200
Aurelien Chedjou,74,CB,Normal,1.7K,3,3,M  M,65,49,60,62,73,74,184,1,383,1817,77,1700
Alfred N'Diaye,74,CM,Normal,750,3,3,M  H,71,63,71,70,71,83,189,19,429,1971,,750
Khouma Babacar,74,ST,Normal,1K,3,3,H  L,68,72,55,72,35,69,185,8,371,1788,85,1000
Federico Viviani,74,CDM,Normal,0,3,4,M  M,63,70,75,75,71,69,180,0,423,2073,75,0
Sanjin Prcic,74,CM,Normal,2.7K,3,4,M  M,63,64,75,73,68,71,181,5,414,1983,76,2700
Kevin Rodrigues,74,LB,Normal,1K,2,3,M  M,71,48,69,64,72,61,170,5,385,1844,70,1000
Abdul Rahman Baba,74,LB,Normal,4.8K,3,2,H  M,78,50,66,74,72,67,179,10,407,1897,70,4800
Rachid Ghezzal,74,RW,Normal,900,4,3,M  L,72,68,74,77,28,58,182,-2,377,1827,70,900
Rober Pier,74,CB,Normal,600,2,3,M  M,54,43,61,61,75,73,182,1,367,1732,74,600
Diego Rolan,74,ST,Normal,350,3,4,M  M,76,71,71,74,43,67,177,0,402,1938,72,350
Aleix Garcia,74,CM,Normal,350,3,3,M  M,67,67,74,75,59,57,173,3,399,1927,68,350
Ivan Alejo,74,RM,Normal,500,3,3,M  M,76,70,73,73,43,60,184,1,395,1844,76,500
Ritsu Doan,74,CAM,Normal,450,3,3,M  M,76,69,71,78,39,56,172,5,389,1851,70,450
Alex Kral,74,CDM,Normal,350,3,3,M  M,75,68,67,74,71,78,186,13,433,2043,80,350
Nicolai Muller,74,RM,Normal,400,3,3,H  M,74,72,69,78,44,62,173,-9,399,1948,66,400
Riza Durmisi,74,LB,Normal,2K,3,3,H  M,79,62,72,74,70,70,168,6,427,2052,67,2000
Eduard Löwen,74,CM,Normal,3.6K,3,4,M  H,66,62,70,69,70,87,188,3,424,1951,,3600
Toni Lato,74,LB,Normal,3K,3,3,H  M,79,56,71,71,71,61,171,4,409,1923,64,3000
Dimitri Foulquier,74,RM,Normal,1.5K,3,3,M  M,73,60,68,75,72,73,183,5,421,1944,78,1500
Lucas Cavallini,74,ST,Normal,450,3,4,H  L,76,73,49,71,33,80,182,7,382,1752,,450
Renatinho,74,RW,Normal,1.1K,3,3,M  L,77,72,69,79,37,65,167,5,399,1930,68,1100
Lucas Zelarayan,74,CAM,Normal,350,3,3,H  L,73,67,74,76,45,62,172,1,397,1924,73,350
Patrick Roberts,74,RM,Normal,450,4,3,M  M,77,66,69,82,27,41,170,9,362,1731,66,450
Osvaldo Martinez,74,CM,Normal,350,3,4,M  L,63,71,73,74,58,72,165,2,411,2025,72,350
Makhete Diop,74,ST,Normal,800,3,3,M  L,71,72,63,69,43,77,190,0,395,1863,85,800
Marin Pongracic,74,CB,Normal,1.2K,2,3,M  M,64,24,52,63,73,79,190,8,355,1594,95,1200
Simon Falette,74,CB,Normal,650,2,3,M  M,67,44,44,47,73,83,184,18,358,1635,,650
Bryan Dabo,74,CM,Normal,600,4,3,H  H,64,67,71,73,73,78,186,4,426,2041,81,600
Douglas Chagas Matos,74,ST,Normal,350,3,3,H  M,70,74,46,69,28,77,184,1,364,1704,,350
Diego Rodriguez,74,CDM,Normal,350,2,3,M  H,64,57,68,66,73,74,170,4,402,1933,77,350
Sabin Merino Zuloaga,74,LW,Normal,500,4,3,M  M,72,72,70,74,56,59,187,2,403,1901,75,500
Fernando Belluschi,74,CAM,Normal,850,4,4,H  M,55,74,76,74,65,64,173,1,408,2041,78,850
Scott Sinclair,74,LM,Normal,1.3K,4,4,H  M,88,72,65,75,41,65,178,12,406,1922,70,1300
Rodrigo Rey,74,GK,Normal,350,1,3,M  M,76,70,69,78,50,75,190,-1,418,917,73,350
Amato Ciciretti,74,CAM,Normal,800,4,4,H  M,77,68,73,75,35,49,170,-3,377,1802,62,800
Ruben Botta,74,RM,Normal,450,4,3,H  L,78,71,73,75,37,65,175,1,399,1883,71,450
Josef Hušbauer,74,CM,Normal,350,3,4,H  M,63,72,76,73,58,66,182,2,408,1991,76,350
Hyun Woo Cho,74,GK,Normal,450,1,3,M  M,75,71,59,78,51,74,189,1,408,854,75,450
Diego Braghieri,74,CB,Normal,800,2,2,L  M,60,49,50,57,72,79,186,0,367,1701,79,800
Yassin Ayoub,74,CM,Normal,350,3,3,M  M,69,67,75,77,67,70,174,4,425,2041,,350
Haris Medunjanin,74,CDM,Normal,400,4,4,M  M,56,71,75,72,62,70,188,3,406,1967,76,400
Lucas Rodriguez,74,LM,Normal,350,3,4,H  M,79,61,66,81,51,61,168,0,399,1868,64,350
Ivi,74,LM,Normal,400,3,3,M  M,78,74,70,76,43,61,175,2,402,1919,75,400
Francisco Geraldes,74,CAM,Normal,500,4,4,H  L,75,59,71,81,43,53,175,4,382,1852,62,500
Chema Rodriguez,74,CB,Normal,1K,2,3,M  H,64,59,57,61,73,73,189,-2,387,1812,80,1000
Kyle Walker-Peters,74,RB,Normal,1.4K,3,4,H  M,76,37,66,72,72,66,174,3,389,1800,64,1400
Oier,74,GK,Normal,500,1,3,M  M,74,71,70,73,44,77,190,2,409,936,91,500
Stefan Ilsanker,74,CB,Normal,950,2,3,M  H,58,53,57,52,76,82,189,4,378,1729,86,950
Matheus Cunha,74,ST,Normal,1.2K,4,4,M  M,76,74,63,79,28,63,184,11,383,1816,75,1200
Ruben Pardo,74,CM,Normal,600,3,4,M  M,61,68,74,72,62,55,181,1,392,1914,69,600
Marvin Zeegelaar,74,LM,Normal,850,3,3,H  M,70,62,67,72,73,74,186,-3,418,1960,82,850
Jeffrey Bruma,74,CB,Normal,1.5K,2,3,M  M,59,53,59,58,72,80,190,1,381,1767,88,1500
Gianluca Caprari,74,CF,Normal,500,3,3,M  L,85,68,70,81,20,51,176,-1,375,1766,72,500
Kamil Grosicki,74,LM,Normal,750,3,3,M  L,83,72,71,74,38,60,180,4,398,1888,78,750
Enrique Gallego Puigsech,74,ST,Normal,1.7K,3,3,H  M,64,75,54,66,25,72,189,-1,356,1685,87,1700
Gil Dias,74,LM,Normal,500,4,4,H  H,83,67,67,80,42,62,183,0,401,1840,78,500
Santiago Caseres,74,CDM,Normal,350,3,4,M  H,67,56,66,70,72,72,177,1,403,1900,75,350
James Chester,74,CB,Normal,650,2,3,M  M,66,34,58,63,74,74,180,6,369,1742,79,650
Ianis Hagi,74,CAM,Normal,400,3,5,H  M,81,66,71,75,36,68,180,109,397,1847,70,400
Felipe Mora,74,ST,Normal,600,3,3,M  L,81,74,55,72,27,65,175,0,374,1746,72,600
Stephane M'Bia,74,CDM,Normal,700,2,3,M  H,68,62,66,66,74,81,187,3,417,1971,87,700
Nuno da Costa,74,ST,Normal,600,3,3,H  H,78,72,64,76,26,61,182,2,377,1789,70,600
Gaëtan Bong,74,LB,Normal,1.3K,3,3,H  H,63,41,69,70,76,71,183,4,390,1827,74,1300
Florent Hadergjonaj,74,RB,Normal,1K,3,3,H  M,79,48,68,71,70,66,182,3,402,1853,73,1000
Bruno Xadas,74,RM,Normal,500,4,3,M  M,73,71,72,76,43,59,179,1,394,1903,72,500
Paolo Goltz,74,CB,Normal,750,2,3,L  M,51,56,62,59,72,80,184,0,380,1858,82,750
Rafael Perez,74,CB,Normal,400,2,3,M  M,56,38,41,58,73,78,186,1,344,1557,,400
Leon Balogun,74,CB,Normal,1K,2,3,M  M,57,45,60,60,74,72,190,2,368,1735,88,1000
Francis,74,RM,Normal,650,3,3,M  M,83,61,68,74,67,58,175,0,411,1886,78,650
Matias Caruzzo,74,CB,Normal,650,2,3,L  M,45,36,58,51,73,77,185,0,340,1670,80,650
Edgar Mendez,74,RM,Normal,1.3K,3,2,H  M,79,71,70,70,43,77,188,0,410,1904,76,1300
Kemar Lawrence,74,LB,Normal,700,3,3,M  M,88,44,59,69,71,79,178,5,410,1890,73,700
Vorm,74,GK,Normal,700,1,3,M  M,74,72,70,75,53,73,184,43,417,992,84,700
Abreu dos Santos,74,ST,Normal,0,2,4,M  L,69,74,57,71,43,65,184,12,379,1773,78,0
Figal,74,CB,Normal,0,3,3,H  H,70,45,63,70,72,75,181,0,395,1803,64,0
Trauco,74,LB,Normal,800,3,3,M  M,68,49,73,74,71,79,175,21,414,1959,,800
Ramalho Chimeno,74,CB,Normal,600,2,2,M  M,71,35,57,58,73,73,181,2,367,1717,68,600
Aogo,74,CDM,Normal,0,3,3,M  M,71,56,74,72,72,73,185,15,418,2034,83,0
Adebayor,74,ST,Normal,750,3,3,M  M,63,73,63,68,29,69,192,50,365,1789,82,750
Lima Magalhães,74,CM,Normal,700,3,3,H  M,69,70,72,71,67,73,184,7,422,2011,76,700
Taremi,74,CF,Normal,900,4,4,H  M,67,73,61,76,33,62,187,42,372,1764,82,900
Lopez,74,ST,Normal,400,3,4,M  L,50,74,63,71,29,66,185,33,353,1716,,400
Almeida Pinto,74,CB,Normal,500,2,2,L  M,44,36,48,48,76,76,194,6,328,1474,86,500
Biabiany,74,RW,Normal,600,3,3,H  L,90,65,65,77,30,63,177,133,390,1816,73,600
Figal,74,CB,Normal,700,3,3,H  H,70,45,63,70,72,75,181,4,395,1803,64,700
Luis Robles,74,GK,Normal,450,1,3,M  M,75,71,70,77,41,73,185,2,407,905,90,450
Adebayor,74,ST,Rare,0,3,3,M  M,63,73,63,68,29,69,192,7,365,1789,82,0
Daniel Bocanegra,74,CB,Rare,10K,2,2,M  H,71,55,69,65,73,76,182,0,409,1956,75,10000
Nicolas Penneteau,73,GK,Normal,350,1,3,M  M,70,76,66,66,26,81,185,3,385,807,86,350
Cifuentes,73,GK,Normal,350,1,3,M  M,67,74,65,71,47,82,189,2,406,884,80,350
Angulo,73,ST,Normal,400,3,3,M  M,79,70,61,71,37,68,181,4,386,1839,77,400
Paul Verhaegh,73,RB,Normal,750,2,3,M  M,66,51,68,71,75,69,178,6,400,1928,74,750
Chung Yong Lee,73,CAM,Normal,350,3,3,H  H,68,64,71,75,53,61,180,9,392,1901,68,350
John Obi Mikel,73,CM,Normal,750,3,3,M  H,54,59,71,68,78,79,188,14,409,1961,86,750
Olivier Veigneau,73,LB,Normal,500,3,3,M  M,66,44,68,70,75,68,176,0,391,1878,70,500
Leonardo Ulloa,73,ST,Normal,0,2,3,M  M,36,72,62,68,50,79,186,0,367,1824,88,0
Andrey Eschenko,73,RB,Normal,500,2,3,H  M,76,57,68,69,71,69,176,1,410,1921,,500
Enrico Alfonso,73,GK,Normal,5.1K,1,3,M  M,72,72,63,73,50,73,191,4,403,1005,87,5100
Dax McCarty,73,CDM,Normal,1.3K,3,3,M  H,50,54,67,69,70,74,175,2,384,1892,68,1300
Demba Ba,73,ST,Normal,1.1K,3,3,H  M,70,73,68,68,45,70,189,72,394,1925,82,1100
Mario Vrancic,73,CM,Normal,3.5K,3,3,M  M,55,70,73,73,59,70,187,3,400,1938,78,3500
Lee Nguyen,73,CAM,Normal,850,4,3,H  L,69,70,72,74,46,62,173,4,393,1887,68,850
Fernando Forestieri,73,ST,Normal,750,4,3,H  M,78,73,68,79,48,67,172,6,413,1986,67,750
Tomaš Horava,73,CM,Normal,250,3,4,H  H,65,67,71,73,60,64,181,4,400,1944,68,250
Valentin Stocker,73,LM,Normal,400,3,4,M  M,68,67,76,74,48,63,179,-1,396,1926,73,400
Jonny Howson,73,CM,Normal,900,3,4,M  H,65,70,69,71,65,72,180,7,412,1975,77,900
Pied,73,RB,Normal,850,3,3,H  M,66,67,73,74,73,68,173,1,421,2052,73,850
Mitchell Donald,73,CDM,Normal,550,3,3,M  M,70,67,67,67,68,81,183,0,420,1949,,550
Castro,73,CAM,Normal,400,3,2,H  M,67,71,71,74,64,76,181,-3,423,2009,75,400
Djalma,73,LM,Normal,500,3,3,H  H,81,69,68,73,46,75,179,4,412,1934,,500
Sebastian Ribas,73,ST,Normal,350,3,4,M  M,66,74,51,66,30,74,189,-2,361,1729,80,350
Federico Macheda,73,ST,Normal,350,3,3,M  L,69,73,58,70,30,62,185,7,362,1726,77,350
Leroy Fer,73,CDM,Normal,3.2K,3,4,M  M,68,72,68,72,69,81,188,18,430,2025,79,3200
Joel Ward,73,RB,Normal,850,3,3,M  H,58,52,66,66,76,71,188,10,389,1832,83,850
Stefan Johansen,73,CM,Normal,700,3,3,H  H,68,70,72,73,66,74,182,6,423,2024,78,700
Dayro Moreno,73,ST,Normal,350,3,4,H  L,64,75,67,72,42,65,177,4,385,1882,79,350
Paul-Jose Mpoku,73,RM,Normal,3.3K,4,4,M  L,69,74,74,73,46,69,180,4,405,1975,79,3300
John Fleck,73,CM,Normal,3.9K,3,2,M  M,72,64,73,75,66,74,169,13,424,2054,72,3900
Saul Berjon,73,LM,Normal,350,3,4,M  L,76,72,74,73,43,64,178,-1,402,1929,85,350
Nelson Oliveira,73,ST,Normal,550,3,4,M  M,70,73,61,70,37,74,186,9,385,1823,82,550
Daniel Candeias,73,RW,Normal,700,4,4,H  H,86,64,70,75,54,68,177,8,417,1966,78,700
Jan Kovarik,73,LM,Normal,350,3,2,M  M,67,72,77,70,56,64,182,2,406,1968,81,350
Karl-Johan Johnsson,73,GK,Normal,350,1,2,M  M,74,70,73,76,50,74,189,7,417,908,84,350
Nenad Krsticic,73,CM,Normal,4.2K,3,4,M  M,71,62,70,71,68,72,180,2,414,1937,73,4200
Antonio Rios,73,CDM,Normal,400,2,4,M  M,65,55,67,61,70,77,172,-4,395,1889,,400
Giedrius Arlauskis,73,GK,Normal,350,1,3,M  M,75,68,72,79,33,68,192,18,395,758,85,350
Alan Pulido,73,ST,Normal,1.1K,3,2,H  H,77,70,63,71,36,73,177,5,390,1850,83,1100
Vincent Le Goff,73,LB,Normal,500,3,3,H  M,71,61,67,71,70,68,177,4,408,1909,68,500
Fabio Pisacane,73,CB,Normal,1.8K,2,3,M  H,64,26,51,62,74,68,178,0,345,1609,77,1800
Fallou Diagne,73,CB,Normal,800,2,3,M  M,64,42,58,65,70,77,185,2,376,1795,78,800
Hyun Jun Suk,73,ST,Normal,4.8K,3,4,H  M,62,74,58,69,39,78,190,17,380,1798,82,4800
Serdar Gurler,73,RM,Normal,350,3,4,H  L,80,67,68,74,44,51,175,-4,384,1806,65,350
Gabriel Silva,73,LB,Normal,1K,3,2,H  M,75,60,71,71,69,67,179,-1,413,1972,75,1000
Pajtim Kasami,73,CAM,Normal,500,3,4,M  M,67,71,70,71,56,78,188,4,413,1943,,500
Guerrero,73,ST,Normal,650,3,3,H  H,70,72,66,70,42,69,181,4,389,1876,76,650
Abdoulaye Bamba,73,RB,Normal,2.5K,2,3,M  M,78,41,65,66,70,73,182,4,393,1848,72,2500
Matias Aguirregaray,73,RB,Normal,650,3,3,H  M,76,54,68,72,69,77,177,11,416,1979,78,650
Marcin Kaminski,73,CB,Normal,600,2,2,H  M,71,56,64,61,73,71,192,5,396,1837,82,600
Bartosz Bereszynski,73,RB,Normal,1K,3,3,H  M,85,56,65,70,70,72,183,12,418,1937,77,1000
Santiago Garcia,73,CB,Normal,300,2,3,M  M,52,53,63,61,72,77,191,1,378,1831,88,300
Moritz Leitner,73,CM,Normal,2.6K,3,4,M  M,69,65,74,74,59,58,176,2,399,1935,68,2600
Oliver Sorg,73,RB,Normal,1K,2,4,M  M,72,55,66,71,73,69,175,0,406,1927,75,1000
Anthony Limbombe,73,LW,Normal,750,4,5,H  M,83,69,68,77,54,61,177,15,412,1955,72,750
Patric,73,ST,Normal,350,3,3,M  L,63,71,56,65,33,78,189,0,366,1708,82,350
Pablo Ceppelini,73,CAM,Normal,350,3,3,H  M,71,64,73,76,42,66,179,2,392,1854,72,350
Hervias,73,RM,Normal,650,4,3,H  M,81,64,69,77,40,50,174,-2,381,1816,68,650
Ghayas Zahid,73,CAM,Normal,350,3,4,H  M,78,63,69,75,35,65,174,5,385,1826,66,350
Rachid Alioui,73,ST,Normal,3.4K,3,3,H  M,71,73,62,68,33,68,186,3,375,1745,82,3400
Alex Pritchard,73,CAM,Normal,600,3,4,H  M,69,68,74,75,46,48,171,0,380,1874,62,600
Stefanos Kapino,73,GK,Normal,1.6K,1,2,M  M,74,67,66,79,41,72,196,2,399,904,91,1600
Nicola Murru,73,LB,Normal,1K,3,3,M  M,73,40,61,69,72,68,180,-3,383,1808,74,1000
Yassine Benzia,73,CAM,Normal,0,4,4,M  M,70,71,70,75,45,63,178,3,394,1941,76,0
Callum Robinson,73,ST,Normal,8K,3,3,H  M,85,72,65,74,34,60,178,19,390,1785,75,8000
Anastasios Bakasetas,73,CAM,Normal,500,3,4,H  M,69,73,74,69,43,70,181,3,398,1913,78,500
Hörður Magnusson,73,CB,Normal,550,2,2,M  M,66,48,66,61,73,73,190,6,387,1789,81,550
